date,AAPL,ABBV,ABNB,ABT,ACN,ADBE,AEP,AGG,AGGHYG,AM,AMD,AMGN,AMT,AMZN,AMZU,ANET,AVB,AVGO,AXP,BA,BABA,BAC,BIGGQ,BIL,BKNG,BLK,BLOK,BMY,BND,BNDX,BTC-USD,BX,BZFD,C,CAT,CCI,CEG,CL,CMG,COIN,COST,CRM,CRWD,CTM,CVNA,CVS,CVX,D,DE,DHR,DIA,DJT,DLR,DOGE,DUK,ED,EMB,EOG,EQIX,ETHA,ETHW,ETN,EU,EXC,EXR,F,FNDA,FTSE,GC=F,GDXG,GE,GIS,GLD,GME,GOOG,GOOGL,GOVT,GOVY,GS,HD,HIMX,HON,HYG,IBM,IEF,IMST,INTU,IWM,JNJ,JNK,JPM,KMB,KMI,KO,KWEB,LI,LLY,LMT,LOW,LPRO,LQD,LYFT,MBB,MCD,MCHB,MDLZ,META,MGTN,MO,MOH,MPC,MRK,MS,MSFD,MSFT,MTRX,NDX,NEE,NFG,NKE,NOC,NRGU,NVDA,O,OILD,OPY,ORCL,OXY,PANW,PBRG,PCG,PEG,PEP,PFE,PG,PGR,PLD,PLTR,PM,PSA,PSX,PXD,PYPL,QQQ,RKT,RTX,RUT,SBUX,SCHP,SCHW,SCO,SH,SHY,SLB,SO,SOFI,SOXL,SPG,SPGI,SPX,SPXS,SPY,SPYU,SQQQ,SRE,STX,TCEHY,TEM,TGT,TIP,TJX,TLT,TMO,TMUS,TSLA,TSLL,TSM,UCO,UNH,UNP,UPLD,UPS,USBC,V,VCSH,VELO,VICI,VIX,VLO,VOO,VST,VTI,VTV,VWO,VXUS,WELL,WFC,WGMI,WM,WMB,WMT,XEL,XLB,XLC,XLE,XLF,XLG,XLI,XLK,XLP,XLRE,XLRSR,XLU,XLV,XLY,XOM,XRT,XSP,XYZ,ZSL,^TNX
2023-04-27,165.8523,133.6924,115.2500,103.1085,262.9795,371.4200,82.3159,88.7504,,8.6575,87.4400,218.7778,185.3562,109.8200,16.0537,39.1900,159.6556,59.4279,152.9212,206.0400,80.2207,26.7260,8.8000,79.6715,103.6414,617.4781,18.3195,58.8486,65.8312,42.4766,29473.7871,78.6652,2.2600,42.1658,204.8513,104.2343,75.0510,72.5971,40.7252,54.1700,480.5885,193.1049,126.0500,1.0000,1.4680,65.0255,147.0436,49.4485,356.6510,201.8804,321.4923,13.0900,92.2307,,88.4901,88.7334,72.7052,104.2276,675.8140,,,160.7353,2.0600,38.2536,132.4979,9.6132,22.6312,,1989.9000,,77.0333,78.0966,184.7500,18.9400,107.4875,106.7081,21.1046,,317.4075,272.4957,5.6863,175.5447,62.5568,113.7097,88.7380,,420.2662,167.5785,149.0678,75.0769,127.9959,130.3293,14.6283,58.2321,24.8068,23.2400,381.7838,428.9799,192.9034,6.8500,95.2390,10.2000,83.5567,275.0144,9.5244,67.8891,236.7025,,37.3256,296.9200,113.8467,105.0505,81.3261,17.3766,297.7780,4.7800,13160.0303,69.4867,50.3630,118.7546,435.4778,,27.2019,52.5010,260.4000,36.2351,91.7405,57.5375,92.5600,,16.8064,57.4479,171.4384,31.7999,144.7556,123.0973,111.0418,7.8200,86.4706,258.6407,87.8508,,73.8750,314.7667,8.2897,93.0957,,104.6925,24.1188,49.3302,25.4800,51.6430,73.3209,44.4352,66.0756,6.0600,13.2691,94.3817,346.9834,,154.1094,396.8646,,601.4877,70.9617,52.4426,43.2255,,140.6149,100.4780,75.7946,92.4405,538.0142,144.1647,160.1900,7.4404,80.0433,25.6500,462.3713,180.6591,3.4400,151.8325,35.6000,223.4058,67.4527,1155.0000,28.1358,,104.6664,363.8510,22.2928,196.4316,129.8353,36.3758,50.8759,72.7337,36.5140,10.5018,154.3720,26.3065,48.6541,63.3948,37.5361,57.4727,38.0145,31.2309,30.8489,94.7064,73.0753,70.9902,33.6598,,31.5088,125.9475,71.9571,105.4866,59.0331,,60.5800,690.4000,3.5280
2023-04-28,167.1030,135.7131,119.6700,104.0219,267.6004,377.5600,81.9700,89.2055,,9.0091,89.3700,218.2317,184.2295,105.4500,15.1236,40.0400,162.1001,60.2053,155.7103,206.7800,80.4297,27.0868,8.9900,79.6715,105.4819,625.4171,18.4587,58.1175,66.1976,42.8178,29340.2617,81.4083,2.1480,42.6643,209.1236,104.3360,75.6866,74.3391,41.3524,53.7900,482.4581,195.4997,120.0500,1.0200,1.3880,65.2480,148.4792,49.2674,362.5688,206.6696,324.1825,13.0800,89.8739,,87.9652,88.0982,73.3781,107.4937,679.7946,,,159.9219,2.1400,37.9496,133.3046,9.8368,22.8852,,1990.1000,,77.7482,77.9559,184.8000,19.2900,107.3388,106.4601,21.2132,,319.1171,278.6237,5.7469,176.6318,62.8235,113.2082,89.4014,,434.7497,169.0451,149.7080,75.3703,129.1072,129.0027,14.7254,58.6619,25.0487,23.5000,387.1729,428.4726,196.0158,7.0300,95.9811,10.2500,83.9638,275.9756,8.9902,70.5561,238.4488,,37.5787,297.8900,114.3811,105.3333,81.7668,17.2396,300.1518,4.7600,13245.9902,70.2013,50.7809,119.7182,438.8936,,27.7245,53.1823,247.6000,35.4853,91.4316,58.4398,91.2300,,16.8655,57.2216,172.5229,31.9231,144.6724,124.6416,113.8320,7.7500,87.4769,260.7635,88.9834,,75.5958,316.9381,8.4316,93.5734,,106.1225,24.1414,49.8166,24.2200,51.1942,73.4013,45.7231,66.1115,6.2300,13.9453,96.7029,353.8141,,150.2258,400.2519,,589.2789,70.6889,54.2614,43.3036,,140.2593,100.5967,75.6794,93.9316,549.7846,138.3574,164.3100,7.7272,80.6460,26.9100,463.8986,182.6753,3.6700,153.5835,36.4000,227.0347,67.6208,1228.5000,28.6852,,104.6938,366.9630,22.9964,198.1412,130.9814,36.5940,50.9847,73.8808,36.5969,10.4422,158.5935,26.7036,48.5223,63.0790,37.9745,57.9662,38.6040,31.6025,31.0724,95.6243,73.8687,71.3680,34.0476,,31.4632,127.0224,72.1426,106.8499,59.0811,,60.7900,683.2000,3.4520
2023-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29248.4883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29268.8066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-01,167.0143,138.0390,121.4200,104.6246,266.7698,374.1500,82.1741,88.2921,,9.1263,89.6900,217.4670,179.8219,102.0500,14.3848,40.0400,163.2684,61.3056,153.7608,203.8700,79.9263,26.8647,8.7400,79.6741,105.6696,617.7485,17.7813,59.5362,65.5168,42.6250,28091.5684,80.8797,2.1800,42.8275,207.6613,103.4460,75.3443,75.1682,40.7856,50.1400,473.2254,194.9281,118.7900,1.0000,1.3860,65.7643,147.2990,49.2502,366.5011,210.8743,323.5455,13.0400,87.8616,,88.1521,88.6708,72.6511,106.7470,677.8512,,,161.5104,2.1100,38.6113,133.6203,9.9858,22.8469,,1983.4000,,79.4843,78.6068,183.9700,18.5500,106.8329,106.3212,21.0309,,316.4504,275.9908,5.7036,177.1975,62.5355,112.9216,88.3491,,433.3395,169.1416,149.6165,75.0425,131.8717,129.8574,14.6824,58.7991,24.9680,23.6200,396.9045,433.0668,196.3837,6.9700,94.4322,10.5900,83.1474,277.6832,7.3874,71.0159,241.2865,,37.7922,305.5000,114.8124,106.1269,79.9128,17.3285,298.4911,5.0900,13231.4697,70.3570,50.1541,120.8519,440.2733,,28.8844,52.6745,254.2000,35.8364,91.5764,58.0979,91.6500,,16.9542,57.1672,173.2369,32.1857,144.8482,124.1756,111.2418,7.7800,86.9344,258.7823,88.4441,,74.7106,316.5746,8.2234,93.9762,,106.3732,23.9609,49.4065,24.9300,51.2288,73.2410,45.5378,66.5969,5.4700,14.3667,96.8479,353.8824,,150.7554,399.8477,,591.1102,71.1299,54.0675,43.0303,,139.6991,99.7606,75.1993,91.2231,543.4437,137.6939,161.8300,7.5447,80.3398,26.1900,467.3018,185.4103,3.8200,155.6249,37.2000,226.8201,67.4107,1165.5000,28.5500,,105.3694,366.7134,22.5820,198.0451,131.0840,36.4758,50.8850,72.9855,37.1861,9.5968,159.3003,26.7919,48.7216,63.3136,37.9557,57.9565,38.1687,31.5167,31.0597,96.1407,73.9128,71.4233,33.7319,,31.5179,127.6788,71.4302,103.5363,58.7445,,60.2200,690.4000,3.5740
2023-05-02,165.9803,136.1621,120.5800,104.9918,264.2111,368.6600,80.9589,89.1509,,8.8166,89.9100,214.7999,176.7843,103.6300,14.7238,33.7450,160.1948,58.8446,147.9026,203.2500,77.4286,26.0507,8.3900,79.6567,106.6497,607.0237,17.9576,59.2751,66.1618,42.9842,28680.5371,77.1524,2.1040,41.6945,205.6350,100.4623,75.0901,75.3172,41.0792,51.3200,474.3950,191.0353,116.7400,0.9800,1.4440,64.7585,140.9575,47.8793,368.1124,211.7991,320.2279,12.9000,85.8856,,86.8266,88.1877,72.9590,100.4217,660.1635,,,165.7879,2.0600,38.0658,132.5769,9.7705,22.4395,,2014.3000,,79.7436,78.2813,187.5200,18.5800,105.1170,104.4567,21.2395,,309.7603,272.8202,5.7815,175.2353,62.4769,112.0887,89.4993,,427.4149,165.6681,150.9243,75.0180,129.7423,129.8841,14.3218,58.5339,24.0990,22.9100,395.3299,423.3433,194.2615,6.9000,95.5711,10.6400,84.0170,278.1405,6.3189,71.3654,237.3772,,37.3177,297.5700,109.6653,107.5409,78.4224,17.3285,298.3446,5.1200,13113.6602,69.5692,47.2017,120.2284,427.0381,,28.1850,51.9552,286.4000,35.0013,91.5088,57.0246,88.4450,,17.0134,56.8684,173.7521,32.0626,144.7186,117.2490,111.3145,7.5900,84.7993,253.6701,85.1454,,71.8956,313.8136,8.0720,92.6087,,106.2803,24.1373,47.7758,27.3400,51.8846,73.4827,42.7861,65.7520,4.9050,14.0629,95.6191,347.4127,,155.7864,395.3538,,606.5746,69.6478,52.4887,42.2591,,138.4543,100.5223,75.1225,93.4964,538.8067,134.9537,160.3100,7.4491,79.3640,23.6400,465.1241,183.0207,3.6300,151.9008,37.6000,221.4254,67.6058,1081.5000,27.6372,,101.1422,362.6024,22.2736,195.6248,129.1644,36.0939,50.3502,72.1368,35.7590,10.1737,159.2239,25.8565,48.5898,62.3482,37.5880,56.8824,36.5090,30.8022,30.7806,95.1367,73.2222,71.2298,33.1547,,31.1348,127.1271,71.5034,99.4100,58.4464,,57.7600,664.8000,3.4390
2023-05-03,164.9068,134.0337,118.8600,105.2366,262.7217,345.2500,80.5953,89.5445,,8.7412,81.6200,208.7374,173.0346,103.6500,14.7108,33.1825,159.7904,58.9272,146.8989,200.9300,77.3811,25.7731,8.6000,79.6654,103.9073,598.5909,17.7256,58.0043,66.4394,42.9492,29006.3086,75.6670,2.6000,41.3954,206.1034,99.9029,74.8163,75.6992,41.1624,48.4900,469.8410,189.8231,117.6700,0.9250,1.4140,62.3733,138.1302,48.0776,366.5971,214.2242,317.6042,12.9300,85.9219,,86.5864,87.7135,73.1899,99.8908,654.9623,,,164.9554,2.0900,37.8512,129.1136,9.7623,22.3963,,2028.6000,,79.9478,78.1318,189.1100,18.9000,105.2559,104.5459,21.3392,,305.3746,271.7077,5.7036,174.9702,62.4434,110.5573,90.0834,,420.7461,166.2759,148.9489,74.9278,126.9965,129.6170,14.2188,58.2047,24.0722,22.7400,421.7275,417.9740,193.6391,7.1700,95.7288,10.8900,84.5672,275.4810,5.1951,70.8320,235.1844,,36.8035,295.8200,103.1961,107.8419,77.0228,17.3908,297.3579,5.2000,13030.2100,69.0653,47.7377,119.7371,422.1855,,27.7774,51.5997,304.5500,35.5422,91.4895,56.0084,88.8300,,17.0429,57.2306,173.6888,31.5619,144.5336,114.2700,112.8413,7.5600,83.8805,249.6901,86.2420,,71.0501,311.7600,8.1761,91.0070,,96.5307,24.2459,45.8019,29.5000,52.2299,73.6618,41.9429,65.9138,4.8500,13.5631,91.8131,341.5090,,159.2287,392.6401,,618.9869,69.3842,51.6301,41.8784,,137.4318,100.9812,74.7384,94.0182,545.3458,134.5210,160.6100,7.4664,79.1153,21.7900,461.4004,182.3300,3.6100,150.1840,39.2000,220.4499,67.8097,1071.0000,27.1470,,97.7458,360.0763,22.1772,194.4819,128.1021,36.0848,50.4136,72.2954,35.5841,9.9946,159.8065,25.5564,48.4098,61.8068,37.1731,56.6598,35.8197,30.4497,30.5971,94.7733,72.6051,70.6492,32.9473,,31.0481,126.9558,70.9374,97.4507,58.0232,,59.3200,657.6000,3.4030
2023-05-04,163.2721,132.3364,117.6300,104.3892,254.4347,335.8300,81.1009,89.4372,,8.6072,86.6100,211.0859,175.2249,104.0000,14.7655,33.8350,160.2128,58.6351,143.6175,197.0500,78.3403,24.9683,8.5600,79.6915,102.2330,588.5742,17.8091,58.1610,66.3499,42.9579,28847.7109,73.5527,2.4480,40.6974,201.0760,99.6825,76.8502,75.2613,40.6702,49.2200,471.0900,189.5964,117.8800,0.9100,1.4400,61.2251,137.5929,48.7760,358.3198,211.3978,314.9615,12.9800,86.9099,,87.2803,88.1429,72.8222,100.1517,684.7328,,,161.1850,2.1100,38.0569,132.2086,9.5718,22.0752,,2048.0000,,78.0232,78.6332,190.4400,19.3500,104.3533,103.8318,21.3302,,298.5080,264.9123,5.6950,173.4323,62.2592,109.7692,90.0655,,413.6953,164.4137,148.2722,74.7066,125.2594,128.5753,14.2875,58.2687,24.4843,23.8900,419.0379,416.9223,191.2718,7.0000,95.4660,10.6900,84.3897,275.4251,5.4807,71.0803,231.7018,,36.4872,291.3600,98.4990,107.0665,75.0779,17.3196,298.3446,5.1200,12982.4805,69.1753,47.8649,116.8367,420.7773,,27.5376,52.4037,312.5000,34.0712,91.6729,55.7519,89.5050,,16.9937,57.5022,174.7734,31.3813,143.8675,115.2295,113.4957,7.3800,82.5854,256.7569,82.9703,,71.4281,310.6595,8.2329,89.8455,,97.2364,24.2459,45.1725,29.3100,52.6441,73.7782,41.7576,66.7408,4.8950,13.3279,92.0350,339.1085,,162.5828,389.8590,,626.3124,69.7797,50.8914,42.0248,,135.6181,100.9537,73.9991,93.0895,540.6100,135.8190,161.2000,7.4925,79.8711,21.9300,459.3641,183.9448,3.5100,148.0145,39.2000,220.0792,67.8363,1055.2500,27.3836,,95.2351,357.4444,22.3314,193.0316,126.9745,36.3940,50.5043,71.7171,34.0717,10.1538,160.2745,25.6800,48.5453,62.3572,36.9326,55.7501,35.4207,30.0590,30.4077,93.7406,72.2574,70.4741,33.2539,,31.2853,125.9475,70.3910,95.7442,57.1480,,60.4300,630.0000,3.3510
2023-05-05,170.9339,132.9381,119.9000,104.7658,253.6232,348.4000,81.6951,89.1509,,8.7496,89.8400,215.3096,177.3431,105.6600,15.1149,34.4950,161.5429,60.5532,147.3236,198.3400,79.0336,25.6344,8.9700,79.7090,100.8873,600.5197,18.5051,59.3099,66.1080,42.7915,29534.3848,74.8742,2.3200,41.9845,205.5777,100.4454,77.7303,75.0750,40.5642,58.2400,479.4677,194.7310,122.4500,0.9300,1.7920,62.9073,141.1072,48.7070,365.5132,211.4937,320.0948,12.9200,87.3993,,88.3923,89.0108,73.0274,102.7250,694.7410,,,164.5226,2.2600,38.3162,135.6719,9.9279,22.5401,,2017.4000,,78.7459,78.9938,187.4600,20.4200,105.3501,104.7046,21.2395,,303.8600,268.5000,5.8681,175.3767,62.5941,110.7364,89.5802,,417.1228,168.3215,148.7751,75.0917,127.7063,129.2609,14.6309,58.5430,24.7889,23.9300,418.4217,420.2527,194.1106,7.3100,95.0893,8.6300,84.1413,276.7687,5.8399,71.3286,230.9675,,36.9301,299.5300,100.2241,107.3493,77.1409,17.0528,303.4634,5.4500,13259.1299,69.1753,49.1639,119.5954,425.1350,,28.6546,53.2754,285.4000,35.0487,93.6035,57.6420,91.9650,,17.0232,57.7829,175.5777,31.5947,144.3486,118.3547,115.6496,7.4100,83.6180,261.7187,83.9859,,74.5713,317.2624,7.9963,90.4637,,99.5484,24.2006,46.9557,27.2100,51.6775,73.5991,42.3877,67.3610,5.1600,14.1805,93.4857,345.6269,,153.8446,397.0763,,586.8372,70.4298,51.6485,42.8546,,138.9700,100.7518,75.3721,92.7799,541.3431,138.0304,170.0600,8.1096,81.2869,23.5000,465.9631,187.8373,3.6800,150.1071,43.2000,226.1080,67.6501,1081.5000,27.7301,,97.7276,364.0047,22.5723,196.5948,128.9687,36.7850,51.2294,73.4518,35.2037,10.6301,160.8666,26.6331,48.9647,62.7722,37.5550,56.4469,36.3820,30.8022,31.0256,95.1558,74.0695,71.1284,33.7680,,31.4860,127.0795,71.8157,98.1279,58.8311,,59.2500,650.0000,3.4460
2023-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904.6230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28454.9785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-08,170.8650,132.4172,125.6500,104.4268,252.8307,344.0600,81.7217,88.6589,,8.6658,95.0400,213.5710,174.1523,105.8300,15.1541,34.5175,162.0911,60.4513,147.7000,197.2600,79.1191,25.6159,8.7000,79.7177,103.6426,599.2711,18.1525,59.5449,65.7945,42.6951,27694.2734,73.9719,2.2960,42.0208,205.2910,98.6399,76.9676,75.2241,40.6568,58.1000,479.4677,195.0365,132.4100,0.9600,2.2600,62.0172,140.5523,48.7156,364.7076,208.7022,319.6101,12.9600,88.2605,,87.9831,88.5813,72.7366,102.8960,694.8535,,,163.3972,2.3000,38.2447,137.6358,9.9527,22.5066,,2026.3000,,79.2801,79.0466,187.6900,20.5100,107.3586,106.8866,21.1306,,303.3862,266.9333,5.9027,174.0775,62.4183,110.5125,89.0321,,418.0433,167.9355,148.4368,74.9442,128.0146,128.8691,14.5107,58.4516,24.5918,24.7500,423.2240,416.0275,192.4507,7.4400,94.4059,8.5400,83.7064,276.8528,5.6833,71.8344,231.4537,,36.8668,294.9800,101.9211,107.9878,76.7320,17.1755,301.5097,5.4000,13291.6396,69.6791,48.7279,119.8694,420.7868,,29.1252,53.1146,287.3000,35.6277,93.4297,55.9989,95.7600,,17.1612,57.4841,174.7463,31.7425,143.6732,122.5307,115.7587,7.7400,83.6180,262.9834,84.4533,,75.1184,318.0484,7.9679,89.4896,,99.5113,24.1056,45.4204,26.1800,51.6775,73.4827,43.1844,67.0284,5.4700,14.3569,92.1630,346.5930,,153.7563,397.1822,,582.7675,70.4343,51.9717,42.2005,,139.1478,100.3755,75.2377,91.4796,537.5782,138.6266,171.7900,8.2400,81.8322,24.3600,464.3983,186.6331,3.4200,148.9540,46.8000,226.5470,67.5082,1086.7500,27.8654,,98.0380,364.2065,22.5338,196.8062,128.8475,36.7941,51.2656,71.1856,35.6120,10.0304,161.4397,26.0859,49.2712,62.5467,37.4324,57.0178,36.3820,30.8498,31.0851,94.8116,74.0303,70.9165,33.5335,,31.3902,126.8036,72.0596,98.5161,59.1773,,58.8000,656.8000,3.5210
2023-05-09,169.1612,131.8604,127.0700,103.8148,251.5514,342.6500,81.5338,88.5783,,8.7663,95.0600,213.3980,174.4317,106.6200,15.3166,34.6300,161.1564,59.4375,148.0281,201.8800,78.0839,25.5881,8.8300,79.7264,103.4636,592.2175,18.1618,59.1881,65.7228,42.6688,27658.7754,74.3911,2.2760,42.1658,204.0484,99.2163,77.2023,75.1216,40.6532,60.2100,481.1297,198.2691,129.9400,0.9600,2.3700,62.2753,140.1472,48.7156,365.8489,205.1430,319.1823,13.4300,87.5716,,87.2269,88.3666,72.7024,102.3651,683.7189,,,164.0417,2.3900,38.1106,137.1536,9.8202,22.3724,,2036.2000,,79.3429,78.8003,189.0200,20.2400,107.0610,106.4700,21.1125,,301.7694,269.3901,5.8854,174.2365,62.2592,109.9951,88.9242,,418.8169,167.4337,147.2845,74.7639,127.3982,128.1390,14.4678,57.9669,23.9826,24.7700,418.9792,417.0239,195.3462,7.5700,94.3709,8.6200,83.5556,276.8247,5.7770,71.6321,231.5529,,36.7324,292.8000,104.0118,107.1212,76.6774,17.2574,299.8978,5.6000,13201.1104,69.2394,49.0186,118.1877,420.8534,,28.5457,52.6576,286.9000,36.0168,92.8023,55.9989,97.9200,,17.0331,57.6833,175.4602,31.5865,142.2023,124.0020,114.4409,9.5500,83.6968,264.7081,84.4713,,65.5545,316.0342,7.8260,90.1733,,99.0842,24.0740,45.7160,25.6700,51.8846,73.4648,43.7033,67.1363,5.4100,13.6611,90.8744,346.6808,,155.7864,395.4403,,594.1625,70.7890,52.9134,40.8631,,139.9659,100.2286,75.4586,91.1523,529.7312,136.5594,169.1500,8.0401,81.3730,24.8700,462.2865,187.2399,3.2300,147.7753,44.4000,227.5518,67.4994,1034.2500,27.8485,,98.9693,362.6312,23.7096,195.9994,128.3537,36.5667,51.0300,73.0414,35.7604,10.2453,161.8504,25.9888,49.3551,62.3572,37.0929,56.6598,36.3956,30.7355,30.9104,95.0219,73.4622,70.6953,33.4253,,31.3491,125.9570,72.0401,98.5432,59.0138,,59.3200,655.6000,3.5210
2023-05-10,170.9240,131.4922,113.1900,104.2291,256.7165,344.0200,82.0887,89.1509,,8.8668,97.0200,213.1068,176.9916,110.1900,16.0797,35.3100,161.9024,60.1832,143.4920,200.8400,78.7772,25.2736,8.6800,79.7351,103.8959,586.2633,18.5237,59.6146,66.1259,42.8265,27621.7559,75.2569,2.2280,42.0298,203.7426,100.8268,77.6961,75.5501,41.0968,62.6400,480.0441,201.8860,133.8000,0.9700,2.6300,62.0439,138.3592,48.5863,364.8419,203.6338,318.9161,13.5800,89.6201,,88.1966,88.9392,73.1044,100.9165,704.4015,,,162.6566,2.3700,38.3788,137.4780,9.8451,22.3820,,2030.5000,,78.1960,78.7827,188.7500,20.7600,111.3657,110.8340,21.2304,,299.7066,267.9531,5.9373,174.4221,62.6360,110.7667,89.5892,,422.5773,168.2829,147.8332,75.2064,127.4635,127.6850,14.4162,58.0675,23.8930,28.2200,426.3538,418.0479,192.7054,9.4300,95.1156,8.8600,84.1501,276.7407,5.7582,71.6321,231.2651,,36.3369,292.1200,104.7431,107.5500,76.0867,16.9780,305.0850,5.5600,13347.8301,70.4395,48.4462,116.6856,421.5385,,28.8595,52.7846,297.0000,35.3714,94.1344,53.9948,99.7000,,17.1218,58.0726,175.5777,31.4388,142.4983,122.7957,116.4040,9.9400,83.2155,265.3449,84.6960,,63.0429,319.4732,7.6462,90.2014,,99.3256,24.1373,45.3441,25.9700,51.6775,73.6439,42.4896,68.0082,5.4800,14.0237,90.9086,353.4237,,153.7563,397.2880,,575.2386,70.7344,52.8765,41.2243,,140.2415,100.5591,75.1915,92.0369,528.5819,136.5594,168.5400,8.0053,81.2199,24.5600,461.9943,185.8117,3.1400,146.5453,47.2000,225.6104,67.7654,1044.7500,27.5104,,101.3522,364.2160,24.3072,196.8638,128.1300,36.5758,50.9937,74.0300,35.5192,10.7107,162.8914,25.7329,49.2164,62.5286,37.1165,57.1630,35.9830,30.5640,31.1505,94.6777,74.3584,70.5847,33.7410,,31.6365,126.3090,72.4060,97.2791,58.9946,,57.5300,666.4000,3.4390
2023-05-11,171.1112,131.6449,111.2000,103.6264,259.9435,341.5800,81.1579,89.4193,,8.7914,97.1000,211.4500,176.3877,112.1800,16.5317,34.7525,162.0911,60.3177,142.8261,201.8400,83.4687,25.3383,8.4300,79.7874,104.3145,598.2274,18.0597,60.1281,66.3409,43.0017,27000.7891,75.8948,2.1600,41.7217,200.7414,98.9111,77.6441,76.0439,41.1700,60.3500,482.1866,200.5260,132.1500,0.9650,2.3920,61.3853,137.5929,47.8189,357.5526,201.3482,316.8628,13.9300,88.6230,,87.4731,88.5366,73.3353,99.4499,697.9706,,,162.0891,2.2500,37.9854,133.7693,9.8285,22.2334,,2014.7000,,78.1724,79.3896,187.1300,20.8800,115.9481,115.6144,21.2939,,298.0063,266.7108,5.6863,172.3519,62.5355,109.7500,89.9217,,416.0848,166.9899,147.2296,75.0999,127.0619,127.9253,14.3390,58.3967,24.6903,29.2650,425.9918,415.7785,191.7433,9.6000,95.4835,8.4100,84.4518,275.0798,5.8893,72.0643,233.9540,,36.1233,297.4000,103.2243,107.2307,75.0961,17.1061,302.9359,5.4300,13389.7803,69.7158,46.9837,115.4669,414.7067,,28.5527,52.3022,306.7000,35.0284,94.0572,55.0206,98.5900,,17.1021,57.4388,176.5448,31.1815,142.8314,122.3937,114.2773,9.8800,83.1630,260.9138,83.9500,,63.8387,320.5146,7.7408,89.4896,,98.5697,24.2006,45.7564,26.9000,51.7811,73.6886,40.8960,67.1003,5.1400,13.7885,90.6696,351.5795,,154.6390,396.5952,,570.5587,69.7751,52.4426,41.5367,,141.2551,100.7793,75.2686,93.0099,524.9059,137.2036,172.0800,8.2574,79.8137,23.6700,460.7593,184.8970,3.0400,145.4008,45.6000,225.7962,67.8186,987.0000,26.9779,,101.0326,363.7069,23.7482,196.6044,127.5895,36.4303,50.7762,73.8155,35.5656,9.7460,162.5476,25.5917,49.4003,61.9151,36.7535,57.7340,35.5522,30.5163,31.1866,94.1039,74.0254,70.7967,33.3892,,31.3126,125.9189,72.7427,95.5185,58.8119,,57.3100,732.0000,3.3970
